comment_id,video_id,author_name,comment_text,like_count,sentiment_label,sentiment_score
UgzwXd89Y0aiYUkgGt54AaABAg,2jOoxuGrg88,@abijith_murali,"let age = 14;

if( age < 12){
  console.log(""Child ticket"")
}else if(age >= 12 && age <=65) {
  console.log(""Adult ticket"")
}else{
  console.log(""Senior ticket"")
}

is it correct?",5,Neutral,0.8661
UgyxU35hg3ZrcG2t1M14AaABAg,2jOoxuGrg88,@rakshithdumpala2553,"Thank you sir , please provide notes for lectures sir please",9,Positive,0.8522
Ugy7k_uiOaB12GDN2BR4AaABAg,2jOoxuGrg88,@akhilnani2689,Sir if possible please start NodeJS crash course it would be very helpful,2,Positive,0.8496
UgyOdHgxr0xnhDeMCOZ4AaABAg,2jOoxuGrg88,@dbzdbz-ol1et,HI IS THISJAVASCRIPT AVAIABLE TO PURCHASE??,0,Neutral,0.8495
UgxJTgZXPp2KfAocwVN4AaABAg,2jOoxuGrg88,@Simham_PTN,Where is the notes i am not able to see... 😢,1,Negative,0.8351
Ugw2yeEZDEx4X8MPkkJ4AaABAg,2jOoxuGrg88,@RavichandraKadavakuti-x2f,where can i get notes,1,Neutral,0.8315
UgwXmxAmlf34yK5LY1h4AaABAg,2jOoxuGrg88,@hamudxd9497,HATS OFF TO YOU MAN __ALSO COVER OOPS CONCEPT IN DEPTH,0,Positive,0.7759
Ugz35w4IOGguhqrLPRx4AaABAg,2jOoxuGrg88,@josepholuwatobiloba4035,Who laughed at the end of the video?,0,Neutral,0.7563
UgycmwVkIW5ypkvvGIt4AaABAg,2jOoxuGrg88,@GrandMaster-7-,"Can you tell me how to find part B of this day?  There has been discontinuity all this time like when you say ""we discussed this yesterday or earlier"" But those were not in the videos.. 
let availableVideo = ;  //Enter Boolean value here
if (availableVideo == false) {
    console.log('You have a sad subscriber');
}
else {
    console.log(""Great! How do I watch that video?"");
}",1,Negative,0.6432
UgymW3p5f4wUN7FtZiZ4AaABAg,2jOoxuGrg88,@AwesomeShrivastava,"Sir Please complete the *Ticket Pricing Flowchart* video lecturer  
Sir Please complete the *Ticket Pricing Flowchart* video lecturer  
Sir Please complete the *Ticket Pricing Flowchart* video lecturer  
Sir Please complete the *Ticket Pricing Flowchart* video lecturer  
Sir Please complete the *Ticket Pricing Flowchart* video lecturer  
Sir Please complete the *Ticket Pricing Flowchart* video lecturer  
Sir Please complete the *Ticket Pricing Flowchart* video lecturer  
Sir Please complete the *Ticket Pricing Flowchart* video lecturer  
Sir Please complete the *Ticket Pricing Flowchart* video lecturer  
Sir Please complete the *Ticket Pricing Flowchart* video lecturer  
Sir Please complete the *Ticket Pricing Flowchart* video lecturer  
Sir Please complete the *Ticket Pricing Flowchart* video lecturer  
Sir Please complete the *Ticket Pricing Flowchart* video lecturer  
Sir Please complete the *Ticket Pricing Flowchart* video lecturer  
Sir Please complete the *Ticket Pricing Flowchart* video lecturer  
Sir Please complete the *Ticket Pricing Flowchart* video lecturer  
Sir Please complete the *Ticket Pricing Flowchart* video lecturer  
Sir Please complete the *Ticket Pricing Flowchart* video lecturer  
Sir Please complete the *Ticket Pricing Flowchart* video lecturer  
Sir Please complete the *Ticket Pricing Flowchart* video lecturer  
Sir Please complete the *Ticket Pricing Flowchart* video lecturer  
Sir Please complete the *Ticket Pricing Flowchart* video lecturer  
Sir Please complete the *Ticket Pricing Flowchart* video lecturer  
Sir Please complete the *Ticket Pricing Flowchart* video lecturer  
Sir Please complete the *Ticket Pricing Flowchart* video lecturer  
Sir Please complete the *Ticket Pricing Flowchart* video lecturer  
Sir Please complete the *Ticket Pricing Flowchart* video lecturer  
Sir Please complete the *Ticket Pricing Flowchart* video lecturer  
Sir Please complete the *Ticket Pricing Flowchart* video lecturer  
Sir Please complete the *Ticket Pricing Flowchart* video lecturer  
Sir Please complete the *Ticket Pricing Flowchart* video lecturer  
Sir Please complete the *Ticket Pricing Flowchart* video lecturer  
Sir Please complete the *Ticket Pricing Flowchart* video lecturer  
Sir Please complete the *Ticket Pricing Flowchart* video lecturer  
Sir Please complete the *Ticket Pricing Flowchart* video lecturer  
Sir Please complete the *Ticket Pricing Flowchart* video lecturer  
Sir Please complete the *Ticket Pricing Flowchart* video lecturer  
Sir Please complete the *Ticket Pricing Flowchart* video lecturer  
Sir Please complete the *Ticket Pricing Flowchart* video lecturer  
Sir Please complete the *Ticket Pricing Flowchart* video lecturer  
Sir Please complete the *Ticket Pricing Flowchart* video lecturer  
Sir Please complete the *Ticket Pricing Flowchart* video lecturer",0,Neutral,0.6239
Ugw7lACw7opA9k6kbbp4AaABAg,2jOoxuGrg88,@JishanaP,sir i cant find the notes,1,Negative,0.6108
UgwAMiuYYpw5I5s3g794AaABAg,2jOoxuGrg88,@Manogna-k4d,19:03 Can't find notes sir,1,Negative,0.5431
UgwI77wianXPGJAj4N54AaABAg,6-nso0cXcmw,@LavanyaBhimaraju,Your explanation is ultimate Rohit ... thank you so much to deliver us in such a way...,0,Positive,0.9664
UgxZBiKVq9hVX-bJweZ4AaABAg,6-nso0cXcmw,@yuvaganapathij9982,Your JavaScript videos were very easy to understand for beginners.And also please make a video for Reactjs.,1,Positive,0.9584
UgxxAuqXL8_Or2mIm2d4AaABAg,6-nso0cXcmw,@mohammadzahid2202,Great visualized,1,Positive,0.9555
Ugze6TOo5SGn9CwLTsF4AaABAg,6-nso0cXcmw,@lalithadwarapureddi3283,Super explanation sir,0,Positive,0.9211
UgzV23wzGHuV5c51a3l4AaABAg,6-nso0cXcmw,@sumankumarbera,Thank you sir,0,Positive,0.9126
UgxOOSuR_rtEb1gqZbh4AaABAg,6-nso0cXcmw,@siyadsavad5571,Everyone need this type of tutor❤,1,Positive,0.9087
UgwX2idWjast5aSeF5l4AaABAg,6-nso0cXcmw,@VikasD-y6p,Sir if the data types converts realworld data into machine code then what compiler do …. Variables are converted into machine code in compiler itself alwa ??,0,Neutral,0.9036
UgzfrJzVjhsl7R-ERf94AaABAg,6-nso0cXcmw,@yt_YouTube.1,❤,1,Positive,0.8904
Ugx1Thalmba-yaAwlHt4AaABAg,6-nso0cXcmw,@dbzdbz-ol1et,"Do you  have a fullstack JavaScript course, or front end JavaScript. I checked out you website , but only saw JAVA full stack course?",1,Neutral,0.8895
UgyAXlKqgChIT8ZKbGB4AaABAg,6-nso0cXcmw,@oracleapps1810,this bed teacher is wasting lot of time in the explanation ..going some where and some where ..waste of the time .,0,Negative,0.8843
UgzTma4sIMaxABg92LZ4AaABAg,6-nso0cXcmw,@yt_YouTube.1,👍,1,Positive,0.853
UgxUXc3pnsLlUXqDIg14AaABAg,6-nso0cXcmw,@yt_YouTube.1,👍,1,Positive,0.853
UgzedQPc2V0kuV0HzHN4AaABAg,6-nso0cXcmw,@yt_YouTube.1,👍,1,Positive,0.853
Ugx-bxH3XIUZLQOzdWF4AaABAg,6-nso0cXcmw,@yt_YouTube.1,👍,1,Positive,0.853
UgwJIh9Kwk_eQzCwL2h4AaABAg,6-nso0cXcmw,@sivakrishna4b516,Data types don’t themselves convert anything into binary —they tell the compiler how to represent the data in binary.,0,Neutral,0.771
Ugz25hi-GPT-iDczISN4AaABAg,6-nso0cXcmw,@LavanyaBhimaraju,Pls do any hands on scenarios and a project pls pls pls,0,Neutral,0.752
Ugya4Fxo7O8pRq20v3Z4AaABAg,6-nso0cXcmw,@TAPACADEMY,"Hello friends,
There is small confusion here regarding the language being spoken about . Though I have explained the meaning of data types from  java point of view however the same concepts apply to Javascript as well. From the next video we will be focusing on writing code in java script . 
Thank you for watching ❤️

Rohit",14,Neutral,0.7203
UgzbCpWLq5kjHLRh8RR4AaABAg,6-nso0cXcmw,@archuuu8458,Crazy explanation.... 🔥,1,Positive,0.6835
UgzuHVxtshpg47ZNYld4AaABAg,6-nso0cXcmw,@ThoughtfulLoveTips,At this point i think Transistor is a Star boy,0,Neutral,0.675
UgyqSH0WDX04DVKHhOR4AaABAg,6-nso0cXcmw,@RadosouBiimai-e9o,Bro editing level,5,Neutral,0.4875
UgwEnEmmHTU6uvLeXdN4AaABAg,AB7ktiDWpWM,@SecretClips_1,Cemara lens left,0,Neutral,0.8925
Ugx6GnWmgTEGN-yyQuR4AaABAg,AB7ktiDWpWM,@gowthamarul9322,Tvk pathi pesu bro,0,Neutral,0.8152
Ugw7Dd6xEtf-KwP7q-R4AaABAg,AB7ktiDWpWM,@ashwinsuraj4416,"Never fell for that shit.. yesterday office cafeteria la inoru team Ku team dinner. Group pic eduka soli andha team ponnu avanga phone kuduthaga. Took few pics and were foggy. I cleaned the leans and still It was not upto the quality. Then my lead asked me to take pic in my Mobile and I shared them the pics. Idhula koduma ena na avanga phone 17pro max, endhu 15pro. Culprit is the so called shitty Lens Protector",0,Negative,0.8111
UgyVDigbpHDiLB60PKx4AaABAg,AB7ktiDWpWM,@grachse,Most irrational face of tamilnadu,0,Negative,0.8051
UgwlX7XfC8i9tJHYd614AaABAg,AB7ktiDWpWM,@Nirmal.S005,"This applies for all the mobiles, not just for iPhones 🫠",0,Neutral,0.7955
UgyeazQ-lmNE9VCqtRJ4AaABAg,AB7ktiDWpWM,@rmk1396,Bro windows os to mac os change panna mudium ahh bro Athuvum appa laptop la ....,0,Neutral,0.7743
UgwBSecGf0wsmoqLUkd4AaABAg,AB7ktiDWpWM,@cf_editz-Csk,Bro nan oru laptop vachiruken dell company adhula epdi bro apps lam dowload panna.. Google kuda illa.. Play store eduvum illa😢😢😢😢😢google ku replace aa web search dhan irruku... Pls reply,0,Negative,0.7634
UgwmxMC4nK47ouzB7YF4AaABAg,AB7ktiDWpWM,@nagul4041,நீ கொத்தடிமைன்னு சொல்றாங்க உண்மையா ப்ரோ😂😂😂,1,Neutral,0.7299
UgzppiQVy2q-7O_B8z94AaABAg,AB7ktiDWpWM,@samiduraivideo1753,என் மொபைல்ல கூட இப்படித்தான் வந்துச்சு தொடச்சிட்டு போட்ட உடனே சரியாயிடுச்சு,0,Neutral,0.7267
UgwegXpemhRI_kFY3Bp4AaABAg,AB7ktiDWpWM,@saiprashanthssec2605,ila bro atha use pannitu dust prevent pannalam apram photos edukura appo remove pani vechiralam apram marubdiyum use pannikalam. itha iruntha dust water lam affect pannathu,0,Neutral,0.6603
UgyAEXqPJYU_QLUyl9V4AaABAg,AB7ktiDWpWM,@You-device,Camera shutter close panra mathiri back case erukku athu use pannunga safe.. endha camera lens cover waste product.. market la Ithu 100rs than,0,Neutral,0.658
Ugy0ED-7vU_oe1lsDNh4AaABAg,AB7ktiDWpWM,@harshapraba,Dai Route mafia😂,0,Neutral,0.6203
UgzO3sVjDTJVdH4VJTV4AaABAg,AB7ktiDWpWM,@mraccountsmemartial,"Nium unode palum thu ..
Influencers um scam than da pona vaiya thaioli mavane",0,Neutral,0.6199
UgwLPzMKsk3fF-cv1ER4AaABAg,AB7ktiDWpWM,@navinrajponnambalam1876,Dei nee ye periya scammer da route mafia kita kaasu vangitu ivlo kevalama pandringale da echaingala,0,Neutral,0.6118
UgwyLZe2VY8KsRPBPgV4AaABAg,AB7ktiDWpWM,@suriya113,Bro apo en kunukae sila time Apudi dhan theriyum apo en kanula scratches ah 🫠,0,Neutral,0.581
UgxLwesVeE3agcz7hRp4AaABAg,AB7ktiDWpWM,@2004Vinothm,Route mafia is you,0,Negative,0.5678
Ugwl_TpddcHp4sOMq3N4AaABAg,AB7ktiDWpWM,@muthu999451,Yenda scam Pathi nee pesureya,0,Neutral,0.5643
UgwRj5KA7paXGanfYal4AaABAg,AB7ktiDWpWM,@ranganrangan1093,Bro Editing ku best laptop sollunga,0,Positive,0.5475
UgwnfDnkC-NzLYXk92h4AaABAg,AB7ktiDWpWM,@hemathkumarr6635,Poda route mafia scamer,0,Neutral,0.5016
UgwpXiZtHr1dmivAsYJ4AaABAg,AB7ktiDWpWM,@LondoMafia,நீயே ஒரு Scammer தான் என்பதை மறந்துவிட்டாயேடா,0,Neutral,0.4887
UgyiresVKKt82NJT-XF4AaABAg,aUTIJ9edhdY,@AGz-தமிழ்,this went from tech to podcasts. good work!!!!!!!!!!!!!!,1,Positive,0.9869
UgxHkuIQz-VOBPe9v614AaABAg,aUTIJ9edhdY,@S.BADHRINARAYAN,Proud to be CA aspirant and all the best to all CA aspirants,0,Positive,0.9863
UgwY0yf5BReHsjG0dvh4AaABAg,aUTIJ9edhdY,@Ajees-2306,Please make more videos like this ❤,0,Positive,0.9578
UgwdicJImrK_iVVqPsV4AaABAg,aUTIJ9edhdY,@karthikeyanbalu6659,Bro nice video 👏 make a video for the students who wants to study law,0,Positive,0.9514
UgxhseAnVjn9Jk6HwER4AaABAg,aUTIJ9edhdY,@music-jg7xi,Good... Lot of information packed in a single video,0,Positive,0.9357
Ugx-yOKJ75NMcHExxMZ4AaABAg,aUTIJ9edhdY,@sivaramachandran2029,"Bro can u give clear roadmap for GATE exam , how much year spend , what are the current situations in PSU , what is the   recruits process between GATE Vs PSU own exam . How to study online free . What should follow",1,Neutral,0.9109
UgyKJIHcV_Jzj2ajSQd4AaABAg,aUTIJ9edhdY,@a2dchannel,"This video is sponsored by Odoo
https://www.odoo.com/r/7fc",90,Neutral,0.8813
UgzIecZhlO7uPo-JDsF4AaABAg,aUTIJ9edhdY,@sunkeshsujithstash8345,make a video for acca also,0,Neutral,0.8745
UgxWWVht7u9BgG61RSh4AaABAg,aUTIJ9edhdY,@vasudevanvasu6228,CMA podunga broo,0,Neutral,0.8028
UgwChFz0WozEeKZlBP54AaABAg,aUTIJ9edhdY,@uniquetamilkkr9087,Nee aruthu kilichathu nalatha Ippo Tamil Nadu seeraliuthu TVK ku support panni vote poda sonnala Ippo nadakkura current paliyal prachana kanja prachanaikku ye nee pesala... Root mafia ta kasu vankitu istathuku pesunala Ippo ye voice rise pannala,0,Neutral,0.7751
Ugyt5UtqxkAMIolqCGJ4AaABAg,aUTIJ9edhdY,@saranraj5306,Vadaku doli tamil pasudhu😂,0,Neutral,0.7717
UgzjpBYpQ42oWicd6fF4AaABAg,aUTIJ9edhdY,@vandinumber,Dei😂 successful unsubscribe,1,Neutral,0.6948
UgyFP1IRKF9M9CR9vkF4AaABAg,aUTIJ9edhdY,@balusvggreen,Root Mafia,0,Negative,0.6169
Ugz6BvZtGwgvPxt438d4AaABAg,aUTIJ9edhdY,@gowtham7603,Brother telegram scams apro escrow pathi theliva explain pannunga romba peruku useful ah irukkum,0,Neutral,0.6033
UgyYuSlAPtTyN_owgit4AaABAg,aUTIJ9edhdY,@gabrielkelvin4827,Respect for CA's 🫡,1,Neutral,0.5977
Ugy2FBEo9gDYkjc9wEh4AaABAg,aUTIJ9edhdY,@thamiKing0051,Sri Lanka top universities in Colombo state universities they provide 2 time for CA students they motivate student to do CA by commerce Based students for CA and they give lectures in night so the students can go to ca studies plus articleship by the same way they can finish there degree is too,1,Neutral,0.5803
UgwcrxFjMmeJgOaLsGt4AaABAg,aUTIJ9edhdY,@akashjebakumar,I supporting white shirt he telling intelligent 🤓,0,Neutral,0.5538
UgxCb1InmzHk5S-guVF4AaABAg,aUTIJ9edhdY,@Praveen-s8d1m,Bro tell about GATE exam,0,Neutral,0.5216
Ugy1Dk3_yMtGH5Xe4_x4AaABAg,aUTIJ9edhdY,@NithishS-p9o,Bro ithu mari nursing and doctor and other engineering pathi video podu Bro 😢,1,Negative,0.4983
UgzhLIU0hVrAlEUyymt4AaABAg,aUTIJ9edhdY,@Userr5256,My respect level for CAs after this video 📈,1,Neutral,0.4701
Ugx4r7rVvTKyIbKq1QB4AaABAg,Gc6zygRlJfc,@JerichoXavier-z3t7n,Bro SAMSUNGS FOR A REASON SAME AS BRO 😊❤,0,Positive,0.9628
UgwBNxmibwII_JsW8IZ4AaABAg,Gc6zygRlJfc,@NirishR,Bro iphone kudhu bro enakku 🔥❤️,1,Positive,0.9359
Ugwzj63dgand_zvX5554AaABAg,Gc6zygRlJfc,@sanjayjay2637,"Bro when ever i tried to read a knowledge book like mindset,power of subconscious mind, phycology of money like this book i got tried and hate and in after 2 tor 1 day i didn't read this book.I am inconsistent how to fix that 😑",0,Negative,0.9037
Ugxi4-fgp8WDIobqVe14AaABAg,Gc6zygRlJfc,@jaiashwanthbrother01,Good night guys 💤😪 🌉🌃,0,Positive,0.8677
UgwLwc2ANkLqJYMoql14AaABAg,Gc6zygRlJfc,@AnbuAnbu-s1f,Bro cs and frm course pathi podu bro,0,Neutral,0.8668
Ugyl_KJDvDlLAMbVLep4AaABAg,Gc6zygRlJfc,@RakeshRathna-p7l,Advocate reply video bro,0,Neutral,0.8322
UgzhYBQ1-HeoHbcb_x14AaABAg,Gc6zygRlJfc,@pavithranSaranya,Where is ganesh bro😢,0,Negative,0.8291
UgxSyChFMUayzvUcqzt4AaABAg,Gc6zygRlJfc,@sasidagreat,static band rombeh mukiyan bro.,0,Neutral,0.8235
Ugxjh76HNHB-TTbcD4t4AaABAg,Gc6zygRlJfc,@Sairam-b3h8w,Bro ungala kalaila pathan bro neybagam iruka 🎉,0,Positive,0.814
UgzfukgXmuTVWEQ9LNh4AaABAg,Gc6zygRlJfc,@Vijayaragavan0858,Bro Enakku antha phone tha bro please giveaway 😊,0,Positive,0.8063
UgzZCSQ-HDvtpoH984R4AaABAg,Gc6zygRlJfc,@SkullKnight-c8g,Ea inntha veera velayatu 😂,0,Neutral,0.7537
Ugxi9Ulargc60g71fm14AaABAg,Gc6zygRlJfc,@trendytamil1613,Annaow thappa irukku naa,0,Neutral,0.7491
UgwVFLMrz4xIeqjaqRl4AaABAg,Gc6zygRlJfc,@Elitewarrior__X,Dei route mafia pathi pesu😂😂,0,Neutral,0.7405
UgyQuoZoa7jZY073TGd4AaABAg,Gc6zygRlJfc,@SanjithRaghav-f6u,"Bro S26 ultra phone la ulla camera va eduthu 10,000 budget phone fix panni  photo edunga",0,Neutral,0.6429
UgxiOmkYHBYUl-T4DF14AaABAg,Gc6zygRlJfc,@smartsomu9801,Hi bro pls one help I have anazfit trex smartwatch can u repair it reply me,0,Neutral,0.6339
UgxMISl8IytiM1S9AaZ4AaABAg,Gc6zygRlJfc,@avggaming666,Hae,0,Neutral,0.604
UgwCxFkxEAf5J9OSRHJ4AaABAg,Gc6zygRlJfc,@Lifestory-l7c,S26 giveaway✌️,0,Positive,0.5939
UgyKiyDscUlu5jWt4AR4AaABAg,Gc6zygRlJfc,@reetadzousa8556,Bro lakhs ill veliyadigirar😂,0,Neutral,0.5869
UgxL9IkIXvYoFrDoOmp4AaABAg,Gc6zygRlJfc,@RZA_LINGES,final come,0,Neutral,0.5793
Ugzt3SF8quT6lIiQlZl4AaABAg,Gc6zygRlJfc,@GT_motovloger-GTF,Bro samsung dex try that,0,Neutral,0.4908
UgzHuJ7CoXgNj84GB_d4AaABAg,Gc6zygRlJfc,@MohithVenkatesan,Omg,0,Neutral,0.4564
Ugy_EqVc9OXLj2Ge4QB4AaABAg,jSeI6OfifCI,@SampathkumarKumar-u8m,one of best  explanation i ever seen bro !  finally i found ryt channel,0,Positive,0.9847
Ugz1lsU3n8H4K5Ipqop4AaABAg,jSeI6OfifCI,@AvinashKumar-od8fq,"Namste 
  I am very thankful 🙏 to find teacher like you
  Your explanation skill is really amazing .",3,Positive,0.9845
UgxQuthPixZO2wxtXLR4AaABAg,jSeI6OfifCI,@hussainsaddam8638,"lOVELY SIR , LOVE YOU SIR☺☺☺☺☺",0,Positive,0.9796
Ugy_j5MQnanBzKCUzKV4AaABAg,jSeI6OfifCI,@jeenap.r6648,what a wonderful class.,0,Positive,0.9753
Ugxw1Da1SxuZa8iIKf94AaABAg,jSeI6OfifCI,@milomick1421,"amazing teaching, can  you do more videos for events and DOM please",1,Positive,0.9706
